timestamp,MQ3,MQ135,MQ8,MQ5,MQ7,MQ4,MQ6,MQ2,MQ9,BMPTemperature,Pressure(Pa),DHTTemperature,Humidity,Target
2024-09-13 15:40:55,653,869,833,347,926,814,732,634,675,36.16,82828.03,37.00,61.00,MoscatoKWV
2024-09-13 15:40:56,652,868,836,345,927,814,734,633,675,36.18,82825.07,37.00,61.00,MoscatoKWV
2024-09-13 15:40:56,654,869,833,344,926,816,734,634,675,36.20,82825.60,37.00,61.00,MoscatoKWV
2024-09-13 15:40:57,652,868,835,345,929,816,735,632,673,36.20,82828.07,37.00,61.00,MoscatoKWV
2024-09-13 15:40:58,652,868,835,346,927,814,735,632,675,36.21,82823.52,37.00,61.00,MoscatoKWV
2024-09-13 15:40:58,653,867,833,344,927,816,734,632,673,36.21,82824.22,37.00,61.00,MoscatoKWV
2024-09-13 15:40:59,653,868,835,344,929,814,734,631,674,36.21,82829.12,37.00,61.00,MoscatoKWV
2024-09-13 15:40:59,654,869,834,344,927,814,733,633,673,36.21,83813.41,37.00,61.00,MoscatoKWV
2024-09-13 15:41:00,653,866,833,346,927,814,732,634,673,36.22,83978.50,37.00,61.00,MoscatoKWV
2024-09-13 15:41:00,653,870,832,345,926,817,733,636,673,36.22,84079.46,37.00,61.00,MoscatoKWV
2024-09-13 15:41:01,655,869,832,345,927,816,734,638,673,36.22,84176.22,37.00,61.00,MoscatoKWV
2024-09-13 15:41:01,654,870,834,344,926,815,732,641,673,36.22,84152.85,37.00,61.00,MoscatoKWV
2024-09-13 15:41:02,655,866,835,344,926,814,735,641,674,36.23,84188.13,37.00,61.00,MoscatoKWV
2024-09-13 15:41:02,654,868,833,346,927,815,734,644,675,36.23,84208.75,37.00,61.00,MoscatoKWV
2024-09-13 15:41:03,654,869,832,345,926,817,735,645,675,36.23,84189.55,37.00,62.00,MoscatoKWV
2024-09-13 15:41:03,655,868,832,343,928,816,734,643,676,36.24,84187.08,37.00,62.00,MoscatoKWV
2024-09-13 15:41:04,656,870,833,343,926,817,735,646,674,36.24,84201.44,37.00,62.00,MoscatoKWV
2024-09-13 15:41:04,657,869,832,343,928,818,734,646,676,36.25,84186.27,37.00,62.00,MoscatoKWV
2024-09-13 15:41:05,655,868,832,343,928,817,735,645,674,36.24,84149.57,37.00,62.00,MoscatoKWV
2024-09-13 15:41:05,656,870,833,343,929,817,735,647,675,36.25,84150.63,37.00,62.00,MoscatoKWV
2024-09-13 15:41:06,655,868,835,343,928,818,735,646,677,36.24,84148.00,37.00,62.00,MoscatoKWV
2024-09-13 15:41:06,658,867,833,345,927,817,735,649,675,36.25,84076.75,37.00,62.00,MoscatoKWV
2024-09-13 15:41:07,656,869,834,344,927,818,735,648,677,36.25,84126.88,37.00,62.00,MoscatoKWV
2024-09-13 15:41:07,657,867,833,344,926,817,735,648,675,36.26,84145.58,37.00,62.00,MoscatoKWV
2024-09-13 15:41:08,658,869,833,343,928,817,736,649,676,36.25,84127.75,37.00,62.00,MoscatoKWV
2024-09-13 15:41:08,657,869,835,343,929,818,736,648,677,36.25,84159.89,37.00,62.00,MoscatoKWV
2024-09-13 15:41:09,657,870,834,343,927,817,738,649,677,36.26,84149.46,37.00,62.00,MoscatoKWV
2024-09-13 15:41:09,659,867,836,343,930,816,737,651,677,36.26,84159.25,37.00,62.00,MoscatoKWV
2024-09-13 15:41:10,659,870,836,345,929,818,736,652,678,36.26,84120.82,37.00,61.00,MoscatoKWV
2024-09-13 15:41:10,658,868,836,343,927,817,738,652,676,36.27,84104.57,37.00,61.00,MoscatoKWV
2024-09-13 15:41:11,659,869,836,343,928,819,737,652,677,36.27,83999.96,37.00,61.00,MoscatoKWV
2024-09-13 15:41:11,660,867,837,344,928,821,739,652,678,36.27,84044.48,37.00,61.00,MoscatoKWV
2024-09-13 15:41:12,659,869,837,346,928,818,738,653,677,36.26,84089.36,37.00,61.00,MoscatoKWV
2024-09-13 15:41:13,659,867,836,346,927,819,740,652,679,36.27,84123.80,37.00,61.00,MoscatoKWV
2024-09-13 15:41:13,661,868,837,344,929,818,738,653,679,36.26,83862.81,37.00,61.00,MoscatoKWV
2024-09-13 15:41:14,659,868,836,344,926,819,738,652,679,36.26,83329.78,37.00,61.00,MoscatoKWV
2024-09-13 15:41:14,660,868,837,346,926,819,739,653,680,36.27,83145.74,37.00,61.00,MoscatoKWV
2024-09-13 15:41:15,660,869,839,345,928,819,739,651,679,36.27,83085.14,37.00,61.00,MoscatoKWV
2024-09-13 15:41:15,661,871,836,346,929,821,739,652,680,36.26,83036.94,37.00,61.00,MoscatoKWV
2024-09-13 15:41:16,661,868,836,347,926,819,739,652,678,36.27,82974.08,37.00,61.00,MoscatoKWV
2024-09-13 15:41:16,662,869,839,345,928,819,739,652,681,36.26,82952.44,37.00,61.00,MoscatoKWV
2024-09-13 15:41:17,661,868,836,347,928,819,738,651,678,36.26,82926.07,37.00,61.00,MoscatoKWV
2024-09-13 15:41:17,663,870,836,346,928,821,738,651,678,36.26,82905.13,37.00,61.00,MoscatoKWV
2024-09-13 15:41:18,662,871,837,347,930,820,739,648,678,36.26,82885.38,37.00,61.00,MoscatoKWV
2024-09-13 15:41:18,663,869,837,347,927,822,739,648,679,36.26,82877.00,37.00,61.00,MoscatoKWV
2024-09-13 15:41:19,664,871,840,348,928,821,738,649,680,36.25,82865.10,37.00,61.00,MoscatoKWV
2024-09-13 15:41:19,663,870,838,346,928,822,739,648,681,36.26,82856.38,37.00,61.00,MoscatoKWV
2024-09-13 15:41:20,663,871,837,348,926,821,738,647,678,36.25,82850.97,37.00,61.00,MoscatoKWV
2024-09-13 15:41:20,665,871,839,347,928,820,739,649,680,36.25,82851.14,37.00,61.00,MoscatoKWV
2024-09-13 15:41:21,664,871,838,348,930,822,739,646,679,36.24,82844.85,37.00,61.00,MoscatoKWV
2024-09-13 15:41:21,664,869,841,347,927,821,739,646,678,36.25,82845.21,37.00,61.00,MoscatoKWV
2024-09-13 15:41:22,665,871,838,348,929,822,739,647,679,36.25,82838.57,37.00,61.00,MoscatoKWV
2024-09-13 15:41:22,665,870,840,348,926,820,739,647,678,36.25,82839.45,37.00,61.00,MoscatoKWV
2024-09-13 15:41:23,666,872,840,349,930,820,738,647,680,36.24,82836.30,37.00,61.00,MoscatoKWV
