MQ135,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,BMPTemperature,Pressure(Pa),Predicted Label
-0.47854110041462644,-0.4929638584471779,0.6928682740483206,1.563471919941143,2.412359308784526,2.1026011437901686,0.5507824838698144,-0.7954951288349161,-0.8177595307636817,-4.095170635664495,-2.0706017318119767,SilverMyn
-0.9430074625817764,0.3204265079906425,0.6928682740483206,0.0,1.2751042060718225,2.1026011437901686,-0.40583972495672543,-0.7954951288349161,-0.8177595307636817,-1.9500812550786695,-0.8428091783646384,SilverMyn
-1.4074738247489262,-2.1197445913228186,-0.6521113167513967,0.0,-0.9994059993535837,1.3565168669613976,0.5507824838698144,-0.7954951288349161,-0.8177595307636817,-0.5200216680209446,-0.3229150023594716,Moscato
-1.871940186916076,-2.1197445913228186,-0.6521113167513967,-1.563471919941143,-0.9994059993535837,1.1699957977542048,-1.3624619337832653,-1.7677669529664188,-1.5673724339637018,-0.5200216680209446,-0.7477030947320698,Moscato
-0.9430074625817764,-1.3063542248849982,0.6928682740483206,0.0,0.13784910335911946,1.3565168669613976,2.464026901522894,-0.7954951288349161,-0.06814662756366145,-0.5200216680209446,-0.8845560878181361,SilverMyn
-1.871940186916076,-2.1197445913228186,0.6928682740483206,0.7817359599705715,1.2751042060718225,1.3565168669613976,0.5507824838698144,-1.7677669529664188,-2.316985337163722,-0.5200216680209446,-0.19808315655973152,Moscato
-0.01407473824747659,0.3204265079906425,-0.6521113167513967,-1.563471919941143,0.13784910335911946,1.1699957977542048,-0.40583972495672543,-0.7954951288349161,-0.06814662756366145,0.19500812550766372,1.246642039498334,SilverMyn
-0.01407473824747659,-1.3063542248849982,0.6928682740483206,-1.563471919941143,-0.9994059993535837,0.6104325901326269,0.5507824838698144,0.17677669529658663,0.6814662756363588,0.19500812550766372,0.31289737962088626,Moscato
-0.47854110041462644,0.3204265079906425,0.6928682740483206,-0.7817359599705715,-2.1366611020662867,0.23739045171824139,0.5507824838698144,1.1490485194280895,-0.8177595307636817,0.19500812550766372,-1.4450931903627642,Moscato
-0.9430074625817764,-0.4929638584471779,0.6928682740483206,0.7817359599705715,0.13784910335911946,0.23739045171824139,1.5074046926963542,-0.7954951288349161,-0.8177595307636817,-0.5200216680209446,-1.8989937210613892,SilverMyn
-0.47854110041462644,-0.4929638584471779,0.6928682740483206,-0.7817359599705715,0.13784910335911946,0.4239115209254341,-1.3624619337832653,-0.7954951288349161,-0.06814662756366145,-0.5200216680209446,-2.0660426912595216,SilverMyn
-0.47854110041462644,1.133816874428463,0.6928682740483206,0.0,1.2751042060718225,0.6104325901326269,0.5507824838698144,-0.7954951288349161,-0.8177595307636817,-1.2350514615495531,-2.0398128749868234,SilverMyn
-0.9430074625817764,0.3204265079906425,-0.6521113167513967,1.563471919941143,1.2751042060718225,0.4239115209254341,-0.40583972495672543,0.17677669529658663,-1.5673724339637018,-0.5200216680209446,-1.3331615893549682,Sophie
-0.9430074625817764,0.3204265079906425,-1.9970909075511138,0.7817359599705715,0.13784910335911946,0.0508693825110487,0.5507824838698144,-0.7954951288349161,-0.06814662756366145,-0.5200216680209446,-0.2404025015982896,SilverMyn
-0.9430074625817764,0.3204265079906425,0.6928682740483206,0.7817359599705715,0.13784910335911946,0.23739045171824139,0.5507824838698144,1.1490485194280895,0.6814662756363588,0.19500812550766372,0.5219385888089622,TallHorse
-0.47854110041462644,1.133816874428463,-1.9970909075511138,0.0,0.13784910335911946,0.0508693825110487,-1.3624619337832653,-0.7954951288349161,0.6814662756363588,0.19500812550766372,0.8647252836213271,BlackTie
0.4503916239196733,0.3204265079906425,-1.9970909075511138,1.563471919941143,0.13784910335911946,-0.3221727559033367,0.5507824838698144,0.17677669529658663,-0.06814662756366145,0.19500812550766372,0.9010749432728062,TallHorse
-0.01407473824747659,1.133816874428463,0.6928682740483206,0.0,0.13784910335911946,-0.135651686696144,-1.3624619337832653,0.17677669529658663,-0.06814662756366145,0.19500812550766372,1.0187309001312352,BlackTie
0.4503916239196733,1.133816874428463,-1.9970909075511138,1.563471919941143,0.13784910335911946,-0.3221727559033367,-0.40583972495672543,0.17677669529658663,-0.8177595307636817,0.9100379190367802,1.0710883120364358,BlackTie
-0.01407473824747659,1.133816874428463,0.6928682740483206,-0.7817359599705715,-0.9994059993535837,-0.5086938251105294,-0.40583972495672543,0.17677669529658663,-0.06814662756366145,0.9100379190367802,0.7148084927190095,BlackTie
0.4503916239196733,1.133816874428463,-1.9970909075511138,1.563471919941143,1.2751042060718225,-0.135651686696144,-0.40583972495672543,1.1490485194280895,-0.8177595307636817,0.9100379190367802,0.5341028449915386,Sophie
0.9148579860868231,-0.4929638584471779,-0.6521113167513967,1.563471919941143,1.2751042060718225,-0.6952148943177221,-0.40583972495672543,-0.7954951288349161,0.6814662756363588,0.19500812550766372,0.3708360384804397,SilverMyn
0.4503916239196733,-0.4929638584471779,0.6928682740483206,0.7817359599705715,0.13784910335911946,-0.5086938251105294,1.5074046926963542,1.1490485194280895,1.431079178836379,0.19500812550766372,0.5849065031658652,Sophie
0.4503916239196733,-0.4929638584471779,0.6928682740483206,-0.7817359599705715,-0.9994059993535837,-0.5086938251105294,-1.3624619337832653,0.17677669529658663,-0.06814662756366145,0.9100379190367802,0.6062297287094366,Sophie
